cohort_id,path,case_id,class_name,true_class,model,fold,cohort_stratum,seed_count,correct_rate_across_seeds,all_seeds_correct,any_seed_incorrect,modal_prediction_agreement,pairwise_prediction_agreement,mean_predicted_class_spearman_same_prediction,mean_common_true_class_spearman
00fdaf01f42318eb,Colorectal Histology MNIST/Kather_texture_2016_image_tiles_5000/Kather_texture_2016_image_tiles_5000/03_COMPLEX/10BA2_CRC-Prim-HE-09_028.tif_Row_1_Col_151.tif,CRC-Prim-HE-09,03_COMPLEX,2,UNI,8,incorrect_any_model,10,0.2,False,True,0.8,0.6444444444444445,0.9242608158264183,0.8757550595404112
0182d47bc6239a0a,Colorectal Histology MNIST/Kather_texture_2016_image_tiles_5000/Kather_texture_2016_image_tiles_5000/04_LYMPHO/5945_CRC-Prim-HE-10c.tif_Row_1_Col_151.tif,CRC-Prim-HE-10,04_LYMPHO,3,UNI,9,correct_high_confidence,10,1.0,True,False,1.0,1.0,0.8550340224596934,0.8550340224596934
055885cb26f57d55,Colorectal Histology MNIST/Kather_texture_2016_image_tiles_5000/Kather_texture_2016_image_tiles_5000/05_DEBRIS/10713_CRC-Prim-HE-09_004.tif_Row_301_Col_1.tif,CRC-Prim-HE-09,05_DEBRIS,4,UNI,8,incorrect_any_model,10,1.0,True,False,1.0,1.0,0.8939503683811154,0.8939503683811154
0563036f6d233d97,Colorectal Histology MNIST/Kather_texture_2016_image_tiles_5000/Kather_texture_2016_image_tiles_5000/04_LYMPHO/58BD_CRC-Prim-HE-08_011.tif_Row_301_Col_1.tif,CRC-Prim-HE-08,04_LYMPHO,3,UNI,7,correct_high_confidence,10,1.0,True,False,1.0,1.0,0.8932403282802124,0.8932403282802124
05911fcf995a92b8,Colorectal Histology MNIST/Kather_texture_2016_image_tiles_5000/Kather_texture_2016_image_tiles_5000/08_EMPTY/145CC_CRC-Prim-HE-06_005.tif_Row_4351_Col_6151.tif,CRC-Prim-HE-06,08_EMPTY,7,UNI,5,incorrect_any_model,10,0.0,False,True,1.0,1.0,0.9252241852096819,0.967862504106159
05ec55e971259ba8,Colorectal Histology MNIST/Kather_texture_2016_image_tiles_5000/Kather_texture_2016_image_tiles_5000/04_LYMPHO/8D82_CRC-Prim-HE-01_005.tif_Row_301_Col_601.tif,CRC-Prim-HE-01,04_LYMPHO,3,UNI,0,correct_high_confidence,10,1.0,True,False,1.0,1.0,0.9550365547754961,0.9550365547754961
061bb79d23160ee1,Colorectal Histology MNIST/Kather_texture_2016_image_tiles_5000/Kather_texture_2016_image_tiles_5000/03_COMPLEX/659E_CRC-Prim-HE-06_028.tif_Row_151_Col_601.tif,CRC-Prim-HE-06,03_COMPLEX,2,UNI,5,incorrect_any_model,10,0.1,False,True,0.9,0.8,0.8654275142309951,0.9081272285043134
08b7807e7f30af2b,Colorectal Histology MNIST/Kather_texture_2016_image_tiles_5000/Kather_texture_2016_image_tiles_5000/02_STROMA/115D2_CRC-Prim-HE-03_013.tif_Row_1_Col_1.tif,CRC-Prim-HE-03,02_STROMA,1,UNI,2,correct_low_confidence,10,0.7,False,True,0.7,0.5333333333333333,0.9527682373222621,0.9399695590848599
09ada73a877f5a27,Colorectal Histology MNIST/Kather_texture_2016_image_tiles_5000/Kather_texture_2016_image_tiles_5000/02_STROMA/13E36_CRC-Prim-HE-09_017.tif_Row_151_Col_601.tif,CRC-Prim-HE-09,02_STROMA,1,UNI,8,incorrect_any_model,10,0.0,False,True,1.0,1.0,0.8849484992487169,0.9192614137936836
0b7d64730d5c0c8d,Colorectal Histology MNIST/Kather_texture_2016_image_tiles_5000/Kather_texture_2016_image_tiles_5000/01_TUMOR/5552_CRC-Prim-HE-02_003b.tif_Row_1_Col_151.tif,CRC-Prim-HE-02,01_TUMOR,0,UNI,1,incorrect_any_model,10,1.0,True,False,1.0,1.0,0.9120445970917329,0.9120445970917329
0bc72ae533aca28d,Colorectal Histology MNIST/Kather_texture_2016_image_tiles_5000/Kather_texture_2016_image_tiles_5000/01_TUMOR/63B5_CRC-Prim-HE-04_029.tif_Row_301_Col_151.tif,CRC-Prim-HE-04,01_TUMOR,0,UNI,3,incorrect_any_model,10,0.0,False,True,1.0,1.0,0.9458855092212599,0.9357445583986558
