cohort_id,case_id,class_name,true_class,fold,cohort_stratum,all_seeds_correct,any_seed_incorrect,pairwise_prediction_agreement,mean_predicted_class_spearman_same_prediction_a,mean_common_true_class_spearman_a,mean_predicted_class_spearman_same_prediction_b,mean_common_true_class_spearman_b,method_a,method_b
00fdaf01f42318eb,CRC-Prim-HE-09,03_COMPLEX,2,8,incorrect_any_model,False,True,0.6444444444444445,0.7207094798538637,0.6131189664821919,0.9242608158264183,0.8757583179048007,intervention_activation_patch,gradient_attention_rollout
0182d47bc6239a0a,CRC-Prim-HE-10,04_LYMPHO,3,9,correct_high_confidence,True,False,1.0,0.6032686626265223,0.6032686626265223,0.8550340224596934,0.8550340224596934,intervention_activation_patch,gradient_attention_rollout
055885cb26f57d55,CRC-Prim-HE-09,05_DEBRIS,4,8,incorrect_any_model,True,False,1.0,0.6062664791643787,0.6062664791643787,0.8939503683811154,0.8939503683811154,intervention_activation_patch,gradient_attention_rollout
0563036f6d233d97,CRC-Prim-HE-08,04_LYMPHO,3,7,correct_high_confidence,True,False,1.0,0.7745077255326364,0.7745077255326364,0.8932403282802124,0.8932403282802124,intervention_activation_patch,gradient_attention_rollout
05911fcf995a92b8,CRC-Prim-HE-06,08_EMPTY,7,5,incorrect_any_model,False,True,1.0,0.5341887733848457,0.5118079881772902,0.9252241852096819,0.967862504106159,intervention_activation_patch,gradient_attention_rollout
05ec55e971259ba8,CRC-Prim-HE-01,04_LYMPHO,3,0,correct_high_confidence,True,False,1.0,0.692629646461209,0.692629646461209,0.9550365547754961,0.9550365547754961,intervention_activation_patch,gradient_attention_rollout
061bb79d23160ee1,CRC-Prim-HE-06,03_COMPLEX,2,5,incorrect_any_model,False,True,0.8,0.5909959923801571,0.5439166661648812,0.8654275142309951,0.9081272285043134,intervention_activation_patch,gradient_attention_rollout
08b7807e7f30af2b,CRC-Prim-HE-03,02_STROMA,1,2,correct_low_confidence,False,True,0.5333333333333333,0.8514652915108297,0.7949166034357816,0.9527682373222621,0.9399695590848599,intervention_activation_patch,gradient_attention_rollout
09ada73a877f5a27,CRC-Prim-HE-09,02_STROMA,1,8,incorrect_any_model,False,True,1.0,0.6249440544535206,0.7894433362158579,0.8849484992487169,0.9192614137936836,intervention_activation_patch,gradient_attention_rollout
0b7d64730d5c0c8d,CRC-Prim-HE-02,01_TUMOR,0,1,incorrect_any_model,True,False,1.0,0.8133679489901954,0.8133679489901954,0.9120445970917329,0.9120445970917329,intervention_activation_patch,gradient_attention_rollout
0bc72ae533aca28d,CRC-Prim-HE-04,01_TUMOR,0,3,incorrect_any_model,False,True,1.0,0.7986134252868906,0.8790553341908977,0.9458855092212599,0.9357445583986558,intervention_activation_patch,gradient_attention_rollout
0c403259b484b95d,CRC-Prim-HE-09,06_MUCOSA,5,8,correct_high_confidence,True,False,1.0,0.8828020137096977,0.8828020137096977,0.857265222892489,0.857265222892489,intervention_activation_patch,gradient_attention_rollout
0dd68f6af37c415e,CRC-Prim-HE-10,04_LYMPHO,3,9,incorrect_any_model,False,True,1.0,0.5258775181781618,0.37675495358102296,0.8629061245740003,0.8432318370534472,intervention_activation_patch,gradient_attention_rollout
0e568ddc977738b6,CRC-Prim-HE-06,08_EMPTY,7,5,incorrect_any_model,False,True,0.8,0.5556510936693836,0.5849571335069231,0.9269333478543051,0.9642894242169079,intervention_activation_patch,gradient_attention_rollout
0fd1929553a3bc9a,CRC-Prim-HE-06,01_TUMOR,0,5,correct_low_confidence,True,False,1.0,0.6749838269419958,0.6749838269419958,0.9031370434416122,0.9031370434416122,intervention_activation_patch,gradient_attention_rollout
10614386a7d0aba7,CRC-Prim-HE-06,04_LYMPHO,3,5,correct_high_confidence,True,False,1.0,0.36234654682740775,0.36234654682740775,0.8344295427399128,0.8344295427399128,intervention_activation_patch,gradient_attention_rollout
114823381141834d,CRC-Prim-HE-05,02_STROMA,1,4,incorrect_any_model,True,False,1.0,0.7919361241055293,0.7919361241055293,0.951635884862861,0.951635884862861,intervention_activation_patch,gradient_attention_rollout
11f56476dad8a712,CRC-Prim-HE-10,08_EMPTY,7,9,correct_high_confidence,True,False,1.0,0.4187050466499697,0.4187050466499697,0.9749369798680892,0.9749369798680892,intervention_activation_patch,gradient_attention_rollout
1289f7a4e7da9a8c,CRC-Prim-HE-08,02_STROMA,1,7,correct_high_confidence,True,False,1.0,0.902640558679889,0.902640558679889,0.9732630659969312,0.9732630659969312,intervention_activation_patch,gradient_attention_rollout
12c2dfb57f91416f,CRC-Prim-HE-09,04_LYMPHO,3,8,incorrect_any_model,False,True,1.0,0.6454197809728455,0.8361045409672152,0.9101242517051078,0.9233409214264908,intervention_activation_patch,gradient_attention_rollout
13605a3e685f4114,CRC-Prim-HE-03,02_STROMA,1,2,incorrect_any_model,False,True,1.0,0.7463286663126112,0.7877624431896627,0.9453288247486942,0.9167342334564961,intervention_activation_patch,gradient_attention_rollout
14f9264218a7b1c7,CRC-Prim-HE-10,08_EMPTY,7,9,correct_low_confidence,True,False,1.0,0.5423172418403546,0.5423172418403546,0.9925373892886584,0.9925373892886584,intervention_activation_patch,gradient_attention_rollout
1561a0129380bfdd,CRC-Prim-HE-07,05_DEBRIS,4,6,incorrect_any_model,False,True,1.0,0.5391348207261107,0.6541112324143507,0.9142024134917537,0.8670367035269139,intervention_activation_patch,gradient_attention_rollout
15a838224d91aacd,CRC-Prim-HE-07,03_COMPLEX,2,6,correct_high_confidence,True,False,1.0,0.6927341315229463,0.6927341315229463,0.8822978552347659,0.8822978552347659,intervention_activation_patch,gradient_attention_rollout
1619c7f77e7ca100,CRC-Prim-HE-10,02_STROMA,1,9,correct_high_confidence,True,False,1.0,0.5517665998842013,0.5517665998842013,0.9244002440231592,0.9244002440231592,intervention_activation_patch,gradient_attention_rollout
1646784e13982634,CRC-Prim-HE-05,05_DEBRIS,4,4,correct_low_confidence,True,False,1.0,0.6374949556004952,0.6374949556004952,0.9618729574349592,0.9618729574349592,intervention_activation_patch,gradient_attention_rollout
18374116b0bc583b,CRC-Prim-HE-03,03_COMPLEX,2,2,correct_high_confidence,True,False,1.0,0.6485351009308774,0.6485351009308774,0.8696694973707303,0.8696694973707303,intervention_activation_patch,gradient_attention_rollout
189f3e0c766af40b,CRC-Prim-HE-06,06_MUCOSA,5,5,incorrect_any_model,True,False,1.0,0.87505014394107,0.87505014394107,0.9078353569724129,0.9078353569724129,intervention_activation_patch,gradient_attention_rollout
18bb356ffc655fde,CRC-Prim-HE-01,05_DEBRIS,4,0,correct_high_confidence,True,False,1.0,0.7752270731711965,0.7752270731711965,0.9618128901957765,0.9618128901957765,intervention_activation_patch,gradient_attention_rollout
18bcccb79b01c4e5,CRC-Prim-HE-04,02_STROMA,1,3,correct_low_confidence,False,True,0.6444444444444445,0.8402837443918542,0.8174408567815653,0.9633869818511364,0.9419147317914541,intervention_activation_patch,gradient_attention_rollout
195af23f96ac85e4,CRC-Prim-HE-10,04_LYMPHO,3,9,correct_low_confidence,True,False,1.0,0.5839540253298304,0.5839540253298304,0.8537752667121775,0.8537752667121775,intervention_activation_patch,gradient_attention_rollout
19ee7b96b3ac6128,CRC-Prim-HE-09,02_STROMA,1,8,correct_high_confidence,True,False,1.0,0.8332584864646253,0.8332584864646253,0.9701535592761118,0.9701535592761118,intervention_activation_patch,gradient_attention_rollout
1a44a2f69fce97f0,CRC-Prim-HE-08,05_DEBRIS,4,7,incorrect_any_model,False,True,1.0,0.8038126304561252,0.7128870394417687,0.9564958061839862,0.9478042962596989,intervention_activation_patch,gradient_attention_rollout
1b61e3f45d1b6f75,CRC-Prim-HE-06,02_STROMA,1,5,correct_high_confidence,True,False,1.0,0.6516913182443916,0.6516913182443916,0.927047133834661,0.927047133834661,intervention_activation_patch,gradient_attention_rollout
1badba67a72ab5b8,CRC-Prim-HE-07,02_STROMA,1,6,incorrect_any_model,False,True,1.0,0.7067834459448663,0.722448225055231,0.878208076670731,0.9066725813063741,intervention_activation_patch,gradient_attention_rollout
1d514ba294e8641b,CRC-Prim-HE-02,02_STROMA,1,1,incorrect_any_model,False,True,1.0,0.6425420677858036,0.6790536497566428,0.9216716825998914,0.9361223161658261,intervention_activation_patch,gradient_attention_rollout
1d9ef80c2277cb86,CRC-Prim-HE-04,02_STROMA,1,3,incorrect_any_model,False,True,1.0,0.75794154354521,0.8222479166737211,0.9620152629579751,0.9623418785710304,intervention_activation_patch,gradient_attention_rollout
1e5be0d9c81038ee,CRC-Prim-HE-05,07_ADIPOSE,6,4,incorrect_any_model,False,True,1.0,0.40825189613021,0.4446685162562987,0.9679145316853801,0.9662345969235021,intervention_activation_patch,gradient_attention_rollout
1f9ab30ffaf6915d,CRC-Prim-HE-07,06_MUCOSA,5,6,correct_high_confidence,True,False,1.0,0.8118519436512309,0.8118519436512309,0.8960790011696468,0.8960790011696468,intervention_activation_patch,gradient_attention_rollout
2096314873b53cb1,CRC-Prim-HE-10,08_EMPTY,7,9,correct_low_confidence,True,False,1.0,0.5003049014887067,0.5003049014887067,0.9446909999194266,0.9446909999194266,intervention_activation_patch,gradient_attention_rollout
220af0321b7b1fc9,CRC-Prim-HE-05,01_TUMOR,0,4,correct_high_confidence,True,False,1.0,0.7199135962927249,0.7199135962927249,0.9314822990239959,0.9314822990239959,intervention_activation_patch,gradient_attention_rollout
227c6ddda5d22af7,CRC-Prim-HE-10,08_EMPTY,7,9,correct_high_confidence,True,False,1.0,0.4308910807363865,0.4308910807363865,0.9772220141473226,0.9772220141473226,intervention_activation_patch,gradient_attention_rollout
23322506a3beae96,CRC-Prim-HE-06,03_COMPLEX,2,5,correct_high_confidence,True,False,1.0,0.5478586124923077,0.5478586124923077,0.8479938657748666,0.8479938657748666,intervention_activation_patch,gradient_attention_rollout
236ad1ab9a20afc1,CRC-Prim-HE-03,06_MUCOSA,5,2,incorrect_any_model,True,False,1.0,0.9404407667807028,0.9404407667807028,0.9588769622127128,0.9588769622127128,intervention_activation_patch,gradient_attention_rollout
238d665311e5cf5f,CRC-Prim-HE-08,06_MUCOSA,5,7,correct_high_confidence,True,False,1.0,0.8765728950061527,0.8765728950061527,0.9237182896066145,0.9237182896066145,intervention_activation_patch,gradient_attention_rollout
23c05114b1f1297a,CRC-Prim-HE-06,02_STROMA,1,5,correct_high_confidence,True,False,1.0,0.6075782759112047,0.6075782759112047,0.9601316450047417,0.9601316450047417,intervention_activation_patch,gradient_attention_rollout
247d9532da3fb9b6,CRC-Prim-HE-06,06_MUCOSA,5,5,correct_high_confidence,True,False,1.0,0.8149574255125492,0.8149574255125492,0.8737763114078526,0.8737763114078526,intervention_activation_patch,gradient_attention_rollout
24d54f21e514ed2f,CRC-Prim-HE-10,02_STROMA,1,9,correct_low_confidence,True,False,1.0,0.620220477535425,0.620220477535425,0.9056631966856767,0.9056631966856767,intervention_activation_patch,gradient_attention_rollout
24dee988a31df0a8,CRC-Prim-HE-01,04_LYMPHO,3,0,incorrect_any_model,True,False,1.0,0.7530461944141676,0.7530461944141676,0.9625955351553614,0.9625955351553614,intervention_activation_patch,gradient_attention_rollout
25242e5434b80cea,CRC-Prim-HE-07,06_MUCOSA,5,6,correct_high_confidence,True,False,1.0,0.8913691594652785,0.8913691594652785,0.9161748927086131,0.9161748927086131,intervention_activation_patch,gradient_attention_rollout
274ca0978c294e96,CRC-Prim-HE-06,02_STROMA,1,5,incorrect_any_model,False,True,0.6444444444444445,0.5244948456849204,0.45697757444086384,0.8946304127219832,0.8903267484268208,intervention_activation_patch,gradient_attention_rollout
27f648e660bb6150,CRC-Prim-HE-07,07_ADIPOSE,6,6,correct_low_confidence,True,False,1.0,0.7934576729572173,0.7934576729572173,0.9793054902554541,0.9793054902554541,intervention_activation_patch,gradient_attention_rollout
290bb19ac8108af9,CRC-Prim-HE-02,04_LYMPHO,3,1,correct_low_confidence,False,True,0.4666666666666667,0.647395968246965,0.678688354061387,0.8697998572441753,0.8713357611689738,intervention_activation_patch,gradient_attention_rollout
292fc6c44026188d,CRC-Prim-HE-06,08_EMPTY,7,5,incorrect_any_model,False,True,0.6444444444444445,0.5551496313723276,0.5273289533565865,0.9143938155315716,0.9821536549020234,intervention_activation_patch,gradient_attention_rollout
2972f8fbf2a19801,CRC-Prim-HE-05,07_ADIPOSE,6,4,correct_high_confidence,True,False,1.0,0.8788078609657303,0.8788078609657303,0.9724620396121486,0.9724620396121486,intervention_activation_patch,gradient_attention_rollout
2a6c73dfb8b3978d,CRC-Prim-HE-05,07_ADIPOSE,6,4,correct_high_confidence,True,False,1.0,0.7804196903637814,0.7804196903637814,0.9690143713348934,0.9690143713348934,intervention_activation_patch,gradient_attention_rollout
2a78951b8bccd520,CRC-Prim-HE-08,02_STROMA,1,7,correct_high_confidence,True,False,1.0,0.8378534177770831,0.8378534177770831,0.9652123205132634,0.9652123205132634,intervention_activation_patch,gradient_attention_rollout
2bcf837c4e8f8d5b,CRC-Prim-HE-05,05_DEBRIS,4,4,correct_high_confidence,True,False,1.0,0.61905910150938,0.61905910150938,0.9668540049105677,0.9668540049105677,intervention_activation_patch,gradient_attention_rollout
2e3594a7d7c7df9e,CRC-Prim-HE-04,04_LYMPHO,3,3,correct_low_confidence,True,False,1.0,0.8424189388774808,0.8424189388774808,0.9695964143824914,0.9695964143824914,intervention_activation_patch,gradient_attention_rollout
312072231220d986,CRC-Prim-HE-09,03_COMPLEX,2,8,correct_low_confidence,False,True,0.8,0.6543904597612102,0.6439975986617499,0.8367187119543901,0.8299767044654646,intervention_activation_patch,gradient_attention_rollout
32bde1c820d8de33,CRC-Prim-HE-06,08_EMPTY,7,5,correct_high_confidence,True,False,1.0,0.4371596073926708,0.4371596073926708,0.9561403611294839,0.9561403611294839,intervention_activation_patch,gradient_attention_rollout
32eb03f4783f1cd8,CRC-Prim-HE-07,01_TUMOR,0,6,incorrect_any_model,True,False,1.0,0.76427743974187,0.76427743974187,0.9154550066805325,0.9154550066805325,intervention_activation_patch,gradient_attention_rollout
3461675807569ebd,CRC-Prim-HE-05,02_STROMA,1,4,correct_low_confidence,True,False,1.0,0.7731043774642248,0.7731043774642248,0.8715841760366781,0.8715841760366781,intervention_activation_patch,gradient_attention_rollout
36d16120094f3565,CRC-Prim-HE-10,08_EMPTY,7,9,correct_high_confidence,True,False,1.0,0.33197374534837254,0.33197374534837254,0.9439603825390629,0.9439603825390629,intervention_activation_patch,gradient_attention_rollout
3757a745ffe453db,CRC-Prim-HE-05,04_LYMPHO,3,4,incorrect_any_model,False,True,1.0,0.7434611114977077,0.6564068546176912,0.9248617486144888,0.9253117714611552,intervention_activation_patch,gradient_attention_rollout
37a5ac2201acb4df,CRC-Prim-HE-03,07_ADIPOSE,6,2,correct_high_confidence,True,False,1.0,0.867081822638519,0.867081822638519,0.9861358011901886,0.9861358011901886,intervention_activation_patch,gradient_attention_rollout
39f8deff00e87441,CRC-Prim-HE-04,01_TUMOR,0,3,correct_high_confidence,True,False,1.0,0.8952723753830792,0.8952723753830792,0.9180330812528058,0.9180330812528058,intervention_activation_patch,gradient_attention_rollout
3bb11e583afc1ccb,CRC-Prim-HE-09,04_LYMPHO,3,8,correct_high_confidence,True,False,1.0,0.6114481776431367,0.6114481776431367,0.9232926480497186,0.9232926480497186,intervention_activation_patch,gradient_attention_rollout
3c7fb6617412736f,CRC-Prim-HE-05,01_TUMOR,0,4,correct_high_confidence,True,False,1.0,0.7415891068233214,0.7415891068233214,0.8471748829689367,0.8471748829689367,intervention_activation_patch,gradient_attention_rollout
3ca77c8ff28c6a38,CRC-Prim-HE-09,04_LYMPHO,3,8,correct_high_confidence,True,False,1.0,0.5396864420509887,0.5396864420509887,0.9265224309169197,0.9265224309169197,intervention_activation_patch,gradient_attention_rollout
3dbf0a1ef913a401,CRC-Prim-HE-06,04_LYMPHO,3,5,correct_low_confidence,True,False,1.0,0.5439622995268552,0.5439622995268552,0.8208534258425484,0.8208534258425484,intervention_activation_patch,gradient_attention_rollout
3e98695c46510ed0,CRC-Prim-HE-06,07_ADIPOSE,6,5,correct_high_confidence,True,False,1.0,0.7940664963815477,0.7940664963815477,0.9705167252375375,0.9705167252375375,intervention_activation_patch,gradient_attention_rollout
3ead2e85ebb55c2b,CRC-Prim-HE-02,03_COMPLEX,2,1,incorrect_any_model,False,True,1.0,0.8091670151758267,0.7428010315064765,0.9019308465283811,0.8885420147494116,intervention_activation_patch,gradient_attention_rollout
3f6fb6ab1f062c93,CRC-Prim-HE-09,03_COMPLEX,2,8,correct_high_confidence,True,False,1.0,0.6535490649637973,0.6535490649637973,0.9242418591802205,0.9242418591802205,intervention_activation_patch,gradient_attention_rollout
41713f770826e98b,CRC-Prim-HE-10,07_ADIPOSE,6,9,incorrect_any_model,True,False,1.0,0.8344742210648846,0.8344742210648846,0.8899938994210206,0.8899938994210206,intervention_activation_patch,gradient_attention_rollout
422c2fc907ade074,CRC-Prim-HE-07,01_TUMOR,0,6,correct_low_confidence,True,False,1.0,0.7876841516344093,0.7876841516344093,0.9099973879959377,0.9099973879959377,intervention_activation_patch,gradient_attention_rollout
472807da8f0b9d8f,CRC-Prim-HE-04,05_DEBRIS,4,3,correct_high_confidence,True,False,1.0,0.8269683128607157,0.8269683128607157,0.9510149539446134,0.9510149539446134,intervention_activation_patch,gradient_attention_rollout
49f02bf56c581508,CRC-Prim-HE-06,08_EMPTY,7,5,correct_high_confidence,True,False,1.0,0.3472265577982914,0.3472265577982914,0.9561049087082446,0.9561049087082446,intervention_activation_patch,gradient_attention_rollout
4aad1550b23a673f,CRC-Prim-HE-03,03_COMPLEX,2,2,incorrect_any_model,False,True,1.0,0.7840933528954319,0.7442565092400713,0.9186415453855629,0.9405720731609057,intervention_activation_patch,gradient_attention_rollout
4bb5d08e6fc0f323,CRC-Prim-HE-04,04_LYMPHO,3,3,correct_high_confidence,True,False,1.0,0.8239147185090516,0.8239147185090516,0.9592261030404613,0.9592261030404613,intervention_activation_patch,gradient_attention_rollout
4be2dd4795c87a84,CRC-Prim-HE-03,06_MUCOSA,5,2,correct_high_confidence,True,False,1.0,0.9205708485238066,0.9205708485238066,0.915040627730983,0.915040627730983,intervention_activation_patch,gradient_attention_rollout
4d7d22e7ee67edc0,CRC-Prim-HE-06,08_EMPTY,7,5,correct_high_confidence,True,False,1.0,0.5579984006880748,0.5579984006880748,0.9668536861575295,0.9668536861575295,intervention_activation_patch,gradient_attention_rollout
4e1415b68afd1584,CRC-Prim-HE-02,04_LYMPHO,3,1,correct_high_confidence,True,False,1.0,0.7019095537275388,0.7019095537275388,0.893089558093184,0.893089558093184,intervention_activation_patch,gradient_attention_rollout
4edae3a6c5fef03b,CRC-Prim-HE-04,07_ADIPOSE,6,3,correct_high_confidence,True,False,1.0,0.8443513479486912,0.8443513479486912,0.9895361169327815,0.9895361169327815,intervention_activation_patch,gradient_attention_rollout
50abad0d894a9a24,CRC-Prim-HE-03,01_TUMOR,0,2,correct_high_confidence,True,False,1.0,0.8133988667254672,0.8133988667254672,0.9304349497513794,0.9304349497513794,intervention_activation_patch,gradient_attention_rollout
50f0d4586f4e50cd,CRC-Prim-HE-03,01_TUMOR,0,2,correct_high_confidence,True,False,1.0,0.8055959583155661,0.8055959583155661,0.9442370601761467,0.9442370601761467,intervention_activation_patch,gradient_attention_rollout
577078f694f3a50f,CRC-Prim-HE-10,08_EMPTY,7,9,correct_high_confidence,True,False,1.0,0.3706323750702311,0.3706323750702311,0.9479671436451712,0.9479671436451712,intervention_activation_patch,gradient_attention_rollout
592b680687a86a91,CRC-Prim-HE-09,05_DEBRIS,4,8,correct_low_confidence,False,True,0.4666666666666667,0.6291187321634094,0.5676516050403788,0.9656274938156219,0.9772486831515113,intervention_activation_patch,gradient_attention_rollout
59fb439e8286c5e4,CRC-Prim-HE-05,04_LYMPHO,3,4,correct_low_confidence,False,True,0.5333333333333333,0.7522451175816421,0.7139643413656409,0.8783424576390494,0.8683784413153522,intervention_activation_patch,gradient_attention_rollout
5a904b4bcd844135,CRC-Prim-HE-08,01_TUMOR,0,7,correct_high_confidence,True,False,1.0,0.6772526843790724,0.6772526843790724,0.8956062904141221,0.8956062904141221,intervention_activation_patch,gradient_attention_rollout
5b7e03f7d327429c,CRC-Prim-HE-02,04_LYMPHO,3,1,incorrect_any_model,False,True,1.0,0.6537124294665918,0.7491850194360564,0.8875785659832071,0.8863346499604658,intervention_activation_patch,gradient_attention_rollout
